PROJECT_NAME,DATA_DESCRIPTION,KEYWORD,KEYWORD2,LANGUAGE,INSTITUTION,INSTITUTION2,SCIENTIFIC_FIELD,SCIENTIFIC_FIELD2,PROJECT_COUNTRY,PROJECT_PROVINCE,PROJECT_AREA,PROJECT_CODE,FILE_CREATOR_NAME,FILE_CREATOR_FIRST_NAME,FILE_CREATOR_MAIL,CREATION_DATE,REFERENT_NAME,REFERENT_FIRST_NAME,REFERENT_MAIL,REFERENT_NAME2,REFERENT_FIRST_NAME2,REFERENT_MAIL2,SAMPLING_POINT-NAME,SAMPLING_POINT-COORDINATE_SYSTEM,SAMPLING_POINT-ABBREVIATION,SAMPLING_POINT-LONGITUDE,SAMPLING_POINT-LATITUDE,SAMPLING_POINT-ELEVATION,SAMPLING_POINT-DESCRIPTION,COORDINATE_SYSTEM_NAD,X_NAD,Y_NAD,Z_NAD,FILE_CREATOR_DISPLAY_NAME,TITLE,SAMPLE_NAME,SAMPLE_NAME_ORANO,SAMPLE_NAME_GEORESSOURCES,SAMPLE_TYPE,SAMPLING_DATE,HOLEID,HOLEID_LATITUDE,HOLEID_LONGITUDE,HOLEID_ELEVATION,HOLEID_X_NAD,HOLEID_Y_NAD,HOLEID_Z_NAD,SAMPLE_DEPTH_FROM,SAMPLE_DEPTH_TO,LITHOLOGY_ORANO,FORMATION_ORANO,LITHOLOGY,LITHOLOGY_2,LITHOLOGY_3,TEXTURE_STRUCTURE,TEXTURE_STRUCTURE_2,ORE_TYPE,ORE_TYPE_2,ORE_TYPE_3,HOST_AGE,MAIN_EVENT_AGE,ALTERATION_DEGREE,PICTURE,PICTURE2,PICTURE3,SAMPLE_LOCATION_BUILDING,STORAGE_ACCESS_REFERENT,SAMPLE_LOCATION_ROOM,SAMPLE_LOCATION_SHELF,SAMPLE_LOCATION_BOX,SAMPLE_LOCATION_BOX_TYPE,SAFETY_CONSTRAINTS,METHODOLOGY-SAMPLING,METHODOLOGY-SAMPLE_CONDITIONNING,METHODOLOGY-ANALYSIS,METHODOLOGY-SAMPLE,MEASUREMENT-ABBREV,MEASUREMENT-NATURE,MEASUREMENT-UNIT,ANALYSIS_LABORATORY,ANALYSIS_ABBREV,Vp_short_axis,Vp_long_axis,Vs_short_axis,Vs_long_axis,Vp_short_axis_sature,Vp_long_axis_sature,Vs_short_axis_sature,Vs_long_axis_sature,Absolute_solid_density,Bulk_density,Permeability,Magnetic_susceptibility,Resistivity_DC,Resistivity_AC_1hz,Resistivity_AC_10Khz,Thermic_conductivity,Poisson_ratio,Young_modulus,Graphite_prop_Imagery,Porosity_H2O,Porosity_He,Porosity_Hg,Kv,Estimated_qtz_fraction_paleo_brine_mix
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-436--593-4-594-43,WGS84 Greenwich,,-104.5003713,58.01478908,-92.9378828,,NAD83_UTMZ13N,529521.158,6430464.922,-92.9378828,,Database_Petro_Orano_WCL,WC-436_1MAS_35,,,1MAS,,WC____436___,58.01351071,-104.4985028,472.146,529632.611,6430323.417,472.146,593.4,594.43,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5598,3543,,2.78846,,,4.971256,,27216,8421,,,,,0.16,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-436--631-8-632-84,WGS84 Greenwich,,-104.500476,58.01487266,-129.667539,,NAD83_UTMZ13N,529514.8993,6430474.181,-129.667539,,Database_Petro_Orano_WCL,WC-436_1MAS_37,,,1MAS,,WC____436___,58.01351071,-104.4985028,472.146,529632.611,6430323.417,472.146,631.8,632.84,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5661,3419,,2.78352,,,0.976407,,15127.6,8840.9,,,,,0.27,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--317-318-02,WGS84 Greenwich,,-104.4975864,58.01285543,150.5147396,,NAD83_UTMZ13N,529687.2988,6430250.866,150.5147396,,Database_Petro_Orano_WCL,WC-437_1MAS_19,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,317,318.02,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5122,3049,,2.74016,,,0.2639,,1378.73,1024.46,,,,,1.94,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--329-330-02,WGS84 Greenwich,,-104.4975849,58.01285463,138.5153976,,NAD83_UTMZ13N,529687.3877,6430250.778,138.5153976,,Database_Petro_Orano_WCL,WC-437_1MAS_20,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,329,330.02,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,4836,2694,,2.65397,,,0.2388,,318.11,254.42,,,,,3.39,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--351-351-86,WGS84 Greenwich,,-104.4975822,58.01285315,116.5166038,,NAD83_UTMZ13N,529687.5506,6430250.614,116.5166038,,Database_Petro_Orano_WCL,WC-437_1MAS_21,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,351,351.86,GnPsa,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,4015,2012,,2.50389,,,0.0842,,68.88,50.15,,,,,3.51,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--361-1-362-15,WGS84 Greenwich,,-104.497582,58.01285233,106.4173325,,NAD83_UTMZ13N,529687.5629,6430250.523,106.4173325,,Database_Petro_Orano_WCL,WC-437_1MAS_23,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,361.1,362.15,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,4554,2464,,2.64679,,,0.0565,,274.5,203.8,,,,,3.09,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--377-2-378-24,WGS84 Greenwich,,-104.4975841,58.01285066,90.31890184,,NAD83_UTMZ13N,529687.4369,6430250.336,90.31890184,,Database_Petro_Orano_WCL,WC-437_1MAS_24,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,377.2,378.24,GnGraPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5565,2835,,2.7095,,,0.2149,,314.76,165.46,,,,,1.79,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--391-392-04,WGS84 Greenwich,,-104.497586,58.01284924,76.52024702,,NAD83_UTMZ13N,529687.3289,6430250.177,76.52024702,,Database_Petro_Orano_WCL,WC-437_1MAS_25,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,391,392.04,GnGra,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5459,3314,,2.67923,,,0.2073,,527.62,406.97,,,,,1.8,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--398-8-399-84,WGS84 Greenwich,,-104.497587,58.01284843,68.72100734,,NAD83_UTMZ13N,529687.2678,6430250.087,68.72100734,,Database_Petro_Orano_WCL,WC-437_1MAS_26,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,398.8,399.84,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5811,3432,,2.72663,,,0.2978,,912.97,572.24,,,,,0.94,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--420-421-04,WGS84 Greenwich,,-104.4975854,58.01284612,47.52346221,,NAD83_UTMZ13N,529687.3657,6430249.83,47.52346221,,Database_Petro_Orano_WCL,WC-437_1MAS_27,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,420,421.04,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6028,3646,,2.70447,,,0.191,,11520.98,7161.82,,,,,0.35,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--440-5-441-54,WGS84 Greenwich,,-104.4975821,58.01284384,27.02599124,,NAD83_UTMZ13N,529687.5657,6430249.578,27.02599124,,Database_Petro_Orano_WCL,WC-437_1MAS_28,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,440.5,441.54,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5990,3676,,2.74239,,,0.2639,,276207.58,29331.78,,,,,0.16,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--460-461-04,WGS84 Greenwich,,-104.497581,58.01284249,7.529097481,,NAD83_UTMZ13N,529687.628,6430249.428,7.529097481,,Database_Petro_Orano_WCL,WC-437_1MAS_29,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,460,461.04,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6100,3634,,2.71898,,,0.3519,,23307.88,10981.03,,,,,0.22,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--479-9-480-94,WGS84 Greenwich,,-104.4975885,58.01284434,-12.36496217,,NAD83_UTMZ13N,529687.1859,6430249.63,-12.36496217,,Database_Petro_Orano_WCL,WC-437_1MAS_30,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,479.9,480.94,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6246,3404,,2.75966,,,0.2878,,887783.57,36698.13,,,,,0.06,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--499-7-500-74,WGS84 Greenwich,,-104.4975959,58.01284618,-32.15905166,,NAD83_UTMZ13N,529686.7461,6430249.832,-32.15905166,,Database_Petro_Orano_WCL,WC-437_1MAS_31,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,499.7,500.74,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6338,3678,,2.87703,,,0.3267,,826153601.9,127956712.9,,,,,0.14,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--521-522-03,WGS84 Greenwich,,-104.497612,58.012852,-53.42276924,,NAD83_UTMZ13N,529685.7889,6430250.473,-53.42276924,,Database_Petro_Orano_WCL,WC-437_1MAS_33,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,521,522.03,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6383,3722,,2.79731,,,0.2953,,13521.64,5270.02,,,,,0.19,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-457--398-398-1,WGS84 Greenwich,,-104.4362195,58.07129724,70.22924283,,NAD83_UTMZ13N,533258.9579,6436785.894,70.22924283,,Database_Petro_Orano_WCL,WC-457_2MAS_01,,,2MAS,,WC____457___,58.07022289,-104.4363258,449.482,533253.686,6436666.232,449.482,398,398.1,GnGraPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,,,,,,,,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--360-360-1,WGS84 Greenwich,,-104.5620283,57.99578649,140.1591819,,NAD83_UTMZ13N,525891.9288,6428324.047,140.1591819,,Database_Petro_Orano_WCL,WC-458_1MAS_22,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,360,360.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5250,3040,,,,,0.133,,1888.7,1395.19,,,,,1.97,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--380-380-1,WGS84 Greenwich,,-104.5620478,57.99585142,121.5470181,,NAD83_UTMZ13N,525890.7329,6428331.269,121.5470181,,Database_Petro_Orano_WCL,WC-458_1MAS_23,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,380,380.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,4540,2650,,,,,0.146,,275.76,238.75,,,,,4.79,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--400-400-1,WGS84 Greenwich,,-104.5620632,57.99591587,102.9005421,,NAD83_UTMZ13N,525889.7764,6428338.438,102.9005421,,Database_Petro_Orano_WCL,WC-458_1MAS_24,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,400,400.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5620,3230,,,,,0.296,,62494.09,16730.94,,,,,0.43,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--420-420-1,WGS84 Greenwich,,-104.5620786,57.99598031,84.25406604,,NAD83_UTMZ13N,525888.8199,6428345.607,84.25406604,,Database_Petro_Orano_WCL,WC-458_1MAS_25,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,420,420.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5120,2970,,,,,0.235,,1347.78,900.55,,,,,1.72,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--440-440-1,WGS84 Greenwich,,-104.5620947,57.996046,65.66412943,,NAD83_UTMZ13N,525887.816,6428352.914,65.66412943,,Database_Petro_Orano_WCL,WC-458_1MAS_26,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,440,440.1,GnGra,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5960,3460,,,,,0.278,,127035.95,34028.68,,,,,0.09,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--460-460-1,WGS84 Greenwich,,-104.5621116,57.9961127,47.12045234,,NAD83_UTMZ13N,525886.7733,6428360.333,47.12045234,,Database_Petro_Orano_WCL,WC-458_1MAS_27,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,460,460.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6370,3610,,,,,0.297,,24693.99,14987.61,,,,,0.3,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--500-500-1,WGS84 Greenwich,,-104.5621465,57.99624747,10.0991846,,NAD83_UTMZ13N,525884.6125,6428375.323,10.0991846,,Database_Petro_Orano_WCL,WC-458_1MAS_29,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,500,500.1,GnGra,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5680,3340,,,,,0.277,,9210.58,4724.22,,,,,0.52,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--520-520-1,WGS84 Greenwich,,-104.5621646,57.99631553,-8.378406052,,NAD83_UTMZ13N,525883.4944,6428382.895,-8.378406052,,Database_Petro_Orano_WCL,WC-458_1MAS_30,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,520,520.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6010,3210,,,,,0.323,,2674.91,1081.07,,,,,0.81,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--540-540-1,WGS84 Greenwich,,-104.5621788,57.99638435,-26.83174956,,NAD83_UTMZ13N,525882.6047,6428390.551,-26.83174956,,Database_Petro_Orano_WCL,WC-458_1MAS_31,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,540,540.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,6090,3380,,,,,0.089,,17861.29,11953.99,,,,,0.35,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--558-558-1,WGS84 Greenwich,,-104.5621873,57.9964471,-43.41308686,,NAD83_UTMZ13N,525882.0552,6428397.534,-43.41308686,,Database_Petro_Orano_WCL,WC-458_1MAS_32,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,558,558.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5470,3150,,,,,0.316,,31128.38,7909.63,,,,,0.31,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-460--340-340-1,WGS84 Greenwich,,-104.5462135,57.99947038,136.8187761,,NAD83_UTMZ13N,526824.0746,6428740.35,136.8187761,,Database_Petro_Orano_WCL,WC-460_1MAS_20,,,1MAS,,WC____460___,57.99878072,-104.5452418,462.943,526882.025,6428663.956,462.943,340,340.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,4730,3030,,,,,0.134,,533,480,,,,,6.53,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-460--360-360-1,WGS84 Greenwich,,-104.5462578,57.99951013,117.4912545,,NAD83_UTMZ13N,526821.4259,6428744.758,117.4912545,,Database_Petro_Orano_WCL,WC-460_1MAS_21,,,1MAS,,WC____460___,57.99878072,-104.5452418,462.943,526882.025,6428663.956,462.943,360,360.1,GnPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5630,2850,,,,,0.189,,333,290,,,,,4.39,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-460--380-380-1,WGS84 Greenwich,,-104.5463021,57.99954988,98.16373296,,NAD83_UTMZ13N,526818.7772,6428749.166,98.16373296,,Database_Petro_Orano_WCL,WC-460_1MAS_22,,,1MAS,,WC____460___,57.99878072,-104.5452418,462.943,526882.025,6428663.956,462.943,380,380.1,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5300,3290,,,,,0.207,,3399,2572,,,,,1.54,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-460--400-400-1,WGS84 Greenwich,,-104.5463453,57.99958998,78.83621137,,NAD83_UTMZ13N,526816.1947,6428753.613,78.83621137,,Database_Petro_Orano_WCL,WC-460_1MAS_23,,,1MAS,,WC____460___,57.99878072,-104.5452418,462.943,526882.025,6428663.956,462.943,400,400.1,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5160,3040,,,,,0.231,,661,524,,,,,4.55,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-460--420-420-1,WGS84 Greenwich,,-104.5463884,57.9996301,59.50868979,,NAD83_UTMZ13N,526813.6156,6428758.062,59.50868979,,Database_Petro_Orano_WCL,WC-460_1MAS_24,,,1MAS,,WC____460___,57.99878072,-104.5452418,462.943,526882.025,6428663.956,462.943,420,420.1,GnPsaPel,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5960,3320,,,,,0.325,,5564,2898,,,,,0.77,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-460--461-461-1,WGS84 Greenwich,,-104.5464804,57.99970756,19.79826169,,NAD83_UTMZ13N,526808.121,6428766.65,19.79826169,,Database_Petro_Orano_WCL,WC-460_1MAS_26,,,1MAS,,WC____460___,57.99878072,-104.5452418,462.943,526882.025,6428663.956,462.943,461,461.1,GnPsa,,METAMORPHIC,,,METAMORPHIC_TEXTURE,GNEISSIC,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,5940,3490,,,,,0.172,,12154,7007,,,,,0.61,,,,
